AdminStrata,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe
2019-01-27,100.12694973627556,101.73235987778857,41,25.03963383589489,0.0,9.323227331978973,12.400240775699976,0.3159118585043988,97.40400335981005,4946724,0.3451620417529136,0.0042,0.0,39.6983042756,100.0,119.6875352518158,47,32.186885009225065,260.0,11.88898010020693,13.153346984526964,0.25840838079178885,102.94194687655843,5884116,0.20512065405866414,0.0,0.0,38.62709557601253,100.0,136.28002750866372,75,30.924175972238444,36.0,12.298680220936609,11.43706583990847,0.2241081656891496,98.87130623496084,4340967,0.19640212631287335,0.0,0.0,40.43894904921903
2019-01-28,100.11234551346027,102.59331130271656,41,25.87884193434769,0.0,9.323227331978973,12.400240775699976,0.3139105784457478,97.46466215919041,4946724,0.3444726120907983,0.0048,0.0,38.08170386589507,100.0,119.35138354902942,47,31.41479512921713,332.0,11.88898010020693,13.153346984526964,0.25735710249266863,102.95954592473778,5884116,0.20503153918496966,0.0,0.0,37.37788743446804,100.0,134.5023917863581,75,30.570691915512803,36.0,12.298680220936609,11.43706583990847,0.22322757478005864,98.8140830548908,4340967,0.19767244985515472,0.0,0.0,41.47426111731095
2019-01-29,100.0977706015028,103.43018551676406,41,25.080323400875567,0.0,9.323227331978973,12.400240775699976,0.3119195573313782,97.52555250583977,4946724,0.34378318242868283,0.005399999999999999,0.0,38.85754366564472,100.0,118.89354138857522,47,33.187929366156766,312.0,11.88898010020693,13.153346984526964,0.2563017373900293,102.97896071862104,5884116,0.20494242431127516,0.0,0.0,35.51791834400017,100.0,132.5222477131593,75,27.707763814608196,36.0,12.298680220936609,11.43706583990847,0.2223565797653959,98.7625389884925,4340967,0.1989427733974361,0.0,0.0,41.86905990131356
2019-01-30,100.08322500040306,104.24298251993095,41,25.381862529297308,0.0,9.323227331978973,12.400240775699976,0.30993879516129025,97.58667439975818,4946724,0.34309375276656745,0.005999999999999999,0.0,38.55117168282147,100.0,118.31400877045314,47,34.02710062222534,311.0,11.88898010020693,13.153346984526964,0.25524228548387096,103.0001912582082,5884116,0.20485330943758065,0.0,0.0,36.60557168813594,100.0,130.33959528906738,75,28.213317501317505,36.0,12.298680220936609,11.43706583990847,0.2214951806451613,98.71667403576595,4340967,0.20021309693971745,0.0,0.0,41.55237942310118
2019-01-31,100.06870871016108,105.03170231221735,41,24.556321440276328,0.0,9.323227331978973,12.400240775699976,0.3079682919354838,97.64802784094566,4946724,0.3424043231044521,0.006599999999999999,0.0,38.032530502896265,100.0,117.61278569466324,47,33.936340608817744,302.0,11.88898010020693,13.153346984526964,0.25417874677419355,103.02323754349928,5884116,0.2047641945638861,0.0,0.0,36.15250037637431,100.0,127.9544345140823,75,29.61473625467641,32.0,12.298680220936609,11.43706583990847,0.22064337741935489,98.67648819671119,4340967,0.2014834204819988,0.0,0.0,41.86709044287905
2019-02-01,100.05612758143832,105.78702405605331,41,24.870138141606642,0.0,9.323227331978973,12.400240775699976,0.30607728,97.70808342161641,4946724,0.3392296968937889,0.008199999999999999,0.0,38.07975429067261,100.0,116.94225378384462,47,33.77081192160181,204.0,11.88898010020693,13.153346984526964,0.2531505493548387,103.04773716916144,5884116,0.20451972758194525,0.0,0.0,35.41412643019238,100.0,125.70373855125416,75,29.88103983717353,12.0,12.298680220936609,11.43706583990847,0.21983830032258067,98.64559946403759,4340967,0.2016790994532596,0.0,0.0,42.43342950595058
2019-02-02,100.04548161423472,106.50894775143891,41,25.524941419446893,0.0,9.323227331978973,12.400240775699976,0.3042657593548387,97.7668411417705,4946724,0.3360550706831257,0.0098,0.0,37.870897818956905,100.0,116.3024130379973,47,33.93112622047082,212.0,11.88898010020693,13.153346984526964,0.25215769322580645,103.07369013519472,5884116,0.20427526060000434,0.0,0.0,36.801128506887935,100.0,123.58750740058292,75,29.973442402280632,12.0,12.298680220936609,11.43706583990847,0.21907994935483874,98.62400783774513,4340967,0.20187477842452048,0.0,0.0,43.19816018665089
2019-02-03,100.03677080855034,107.19747339837409,41,27.47260908001312,0.0,9.323227331978973,12.400240775699976,0.30253372999999995,97.82430100140787,4946724,0.3328804444724625,0.011400000000000002,0.0,38.239941578518135,100.0,115.69326345712128,47,34.80925449553092,210.0,11.88898010020693,13.153346984526964,0.2512001783870968,103.10109644159913,5884116,0.20403079361806345,0.0,0.0,35.03728162104981,100.0,121.60574106206863,75,29.796325708261445,12.0,12.298680220936609,11.43706583990847,0.21836832451612906,98.6117133178338,4340967,0.20207045739578133,0.0,0.0,43.38666984684298
2019-02-04,100.02999516438518,107.85260099685884,41,27.308254688707706,3.0,9.323227331978973,12.400240775699976,0.30088119193548385,97.88046300052856,4946724,0.32970581826179923,0.013000000000000005,0.0,38.91462662335663,100.0,115.11480504121651,47,35.74112999623681,208.0,11.88898010020693,13.153346984526964,0.2502780048387097,103.1299560883746,5884116,0.20378632663612253,0.0,0.0,35.18509143288318,100.0,119.75843953571122,75,30.84546292988788,12.0,12.298680220936609,11.43706583990847,0.21770342580645166,98.60871590430368,4340967,0.20226613636704216,0.0,0.0,43.193218830242365
2019-02-05,100.02515468173915,108.4743305468932,41,27.35307788330835,3.0,9.323227331978973,12.400240775699976,0.29930814516129034,97.93532713913255,4946724,0.3265311920511361,0.014600000000000004,0.0,39.401864500160656,100.0,114.56703779028307,47,36.08765004327223,195.0,11.88898010020693,13.153346984526964,0.2493911725806452,103.16026907552124,5884116,0.20354185965418164,0.0,0.0,34.746708315677196,100.0,118.04560282151074,75,32.062643811895725,12.0,12.298680220936609,11.43706583990847,0.21708525322580646,98.6150155971547,4340967,0.202461815338303,0.0,0.0,42.07516695843636
2019-02-06,100.02224936061238,109.06266204847715,41,27.609485150045515,3.0,9.323227331978973,12.400240775699976,0.29781458967741936,97.98889341721987,4946724,0.32335656584047284,0.016200000000000003,0.0,40.192325839290966,100.0,114.04996170432092,47,35.26948121196305,192.0,11.88898010020693,13.153346984526964,0.24853968161290324,103.19203540303894,5884116,0.20329739267224076,0.0,0.0,34.295863335201545,100.0,116.4672309194672,75,32.33972356415172,12.0,12.298680220936609,11.43706583990847,0.2165138067741936,98.63061239638685,4340967,0.20265749430956387,0.0,0.0,43.12015763671441
2019-02-07,100.02127920100477,109.61759550161072,41,28.374363307182183,3.0,9.323227331978973,12.400240775699976,0.296400525483871,98.04116183479046,4946724,0.3201819396298096,0.017800000000000003,0.0,40.12390977128908,100.0,113.56357678333003,47,35.35724511542769,202.0,11.88898010020693,13.153346984526964,0.2477235319354839,103.22525507092779,5884116,0.20305292569029984,0.0,0.0,34.09445285628968,100.0,115.02332382958056,75,33.86241722981053,12.0,12.298680220936609,11.43706583990847,0.2159890864516129,98.65550630200012,4340967,0.2028531732808247,0.0,0.0,43.04060841740945
2019-02-08,100.02224420291631,110.13913090629387,41,28.654365363784237,3.0,9.323227331978973,12.400240775699976,0.2950659525806452,98.09213239184437,4946724,0.31700731341914634,0.019400000000000004,0.0,40.196312981799075,100.0,113.10788302731045,47,35.112369906154015,205.0,11.88898010020693,13.153346984526964,0.2469427235483871,103.25992807918772,5884116,0.2028084587083589,0.0,0.0,32.6260932988972,100.0,113.71388155185087,75,34.14806848738016,12.0,12.298680220936609,11.43706583990847,0.21551109225806453,98.6896973139946,4340967,0.20304885225208555,0.0,0.0,44.69012494472896
2019-02-09,100.0251443663471,110.62726826252664,41,29.880894382804065,5.0,9.323227331978973,12.400240775699976,0.29381087096774194,98.1418050883816,4946724,0.3138326872084831,0.021000000000000005,0.0,39.433425133254794,100.0,112.68288043626218,47,36.68595400962264,205.0,11.88898010020693,13.153346984526964,0.2461972564516129,103.29605442781876,5884116,0.202563991726418,0.0,0.0,32.31013514182711,100.0,112.53890408627808,75,35.033943295610506,12.0,12.298680220936609,11.43706583990847,0.2150798241935484,98.7331854323702,4340967,0.2032445312233464,0.0,0.0,43.414603930602254
2019-02-10,100.02997969129707,111.08200757030895,41,28.771954794784946,5.0,9.323227331978973,12.400240775699976,0.2926352806451613,98.19017992440209,4946724,0.31065806099781984,0.02260000000000001,0.0,39.80108135400211,100.0,112.28856901018517,47,36.01224996672725,215.0,11.88898010020693,13.153346984526964,0.2454871306451613,103.33363411682093,5884116,0.2023195247444771,0.0,0.0,32.66737496874893,100.0,111.4983914328622,75,35.39703745042746,15.0,12.298680220936609,11.43706583990847,0.21469528225806453,98.78597065712698,4340967,0.20344021019460726,0.0,0.0,44.619195579796944
2019-02-11,100.03487872164922,111.40968733340969,41,29.60325410247143,5.0,9.323227331978973,12.400240775699976,0.2914768506451613,98.2383672677267,4946724,0.3074834347871566,0.02420000000000001,0.0,40.448368163674466,100.0,111.83927598804188,47,36.7406186124125,215.0,11.88898010020693,13.153346984526964,0.2447708432258064,103.36764880487542,5884116,0.20207505776253612,0.0,0.0,32.12453950793749,100.0,110.49711020457373,75,35.388290385565675,15.0,12.298680220936609,11.43706583990847,0.2143118577419355,98.8386882330956,4340967,0.20363588916586808,0.0,0.0,44.185169554088795
2019-02-12,100.0398414574036,111.61030755182877,41,29.9342920275725,18.0,9.323227331978973,12.400240775699976,0.2903355809677419,98.28636711835544,4946724,0.3043088085764933,0.02580000000000001,0.0,38.33998571736016,100.0,111.33500136983231,47,37.91358789452648,221.0,11.88898010020693,13.153346984526964,0.24404839419354835,103.39809849198215,5884116,0.20183059078059526,0.0,0.0,33.849203559618985,100.0,109.53506040141272,75,33.69654402403345,15.0,12.298680220936609,11.43706583990847,0.21392955064516134,98.89133816027606,4340967,0.2038315681371289,0.0,0.0,44.043310824224776
2019-02-13,100.04486789856016,111.6838682255662,41,30.344884981703125,18.0,9.323227331978973,12.400240775699976,0.2892114716129032,98.33417947628828,4946724,0.3011341823658301,0.027400000000000008,0.0,37.892022377935305,100.0,110.77574515555644,47,38.77921652965194,221.0,11.88898010020693,13.153346984526964,0.24331978354838704,103.42498317814122,5884116,0.20158612379865434,0.0,0.0,33.542244635589746,100.0,108.61224202337908,75,34.25343651107917,15.0,12.298680220936609,11.43706583990847,0.21354836096774196,98.94392043866846,4340967,0.20402724710838974,0.0,0.0,42.42742307030887
2019-02-14,100.04995804511887,111.63036935462202,41,30.59536767066297,21.0,9.323227331978973,12.400240775699976,0.28810452258064523,98.38180434152521,4946724,0.29795955615516684,0.029000000000000012,0.0,37.61599535145616,100.0,110.16150734521423,47,39.528242557864615,204.0,11.88898010020693,13.153346984526964,0.2425850112903225,103.44830286335257,5884116,0.2013416568167134,0.0,0.0,34.04434947507337,100.0,107.72865507047285,75,34.73588154572024,15.0,12.298680220936609,11.43706583990847,0.21316828870967736,98.99643506827269,4340967,0.20422292607965065,0.0,0.0,42.56594386254478
2019-02-15,100.0551118970798,111.4498109389962,41,29.99681045215591,21.0,9.323227331978973,12.400240775699976,0.2870147338709677,98.4292417140662,4946724,0.2947849299445036,0.030600000000000006,0.0,37.45358464231843,100.0,109.49228793880579,47,41.07736927346347,204.0,11.88898010020693,13.153346984526964,0.2418440774193548,103.4680575476162,5884116,0.20109718983477248,0.0,0.0,34.93046956740089,100.0,106.88429954269405,75,33.985386185982,15.0,12.298680220936609,11.43706583990847,0.2127893338709677,99.04888204908876,4340967,0.20441860505091144,0.0,0.0,43.47318821460179
2019-02-16,100.06032945444294,111.14219297868877,41,31.356332905911678,21.0,9.323227331978973,12.400240775699976,0.2859421054838709,98.4764915939113,4946724,0.29161030373384034,0.032200000000000006,0.0,35.583576949877724,100.0,108.768086936331,47,41.10471589966826,217.0,11.88898010020693,13.153346984526964,0.24109698193548385,103.48424723093213,5884116,0.20085272285283154,0.0,0.0,34.52274918848389,100.0,106.07917544004265,75,33.8442095155487,15.0,12.298680220936609,11.43706583990847,0.2124114964516129,99.10126138111673,4340967,0.2046142840221723,0.0,0.0,42.22634998702297
2019-02-17,100.06561071720827,110.7075154736997,41,30.332850721376552,21.0,9.323227331978973,12.400240775699976,0.2848866374193549,98.52355398106049,4946724,0.2884356775231771,0.033800000000000004,0.0,36.1172933451482,100.0,107.98890433778996,47,40.0282438555763,213.0,11.88898010020693,13.153346984526964,0.24034372483870964,103.49687191330037,5884116,0.20060825587089065,0.0,0.0,34.00132982630443,100.0,105.3132827625187,75,34.5021105062592,15.0,12.298680220936609,11.43706583990847,0.21203477645161287,99.15357306435655,4340967,0.20480996299343315,0.0,0.0,44.32425013550265
2019-02-18,100.07095568537578,110.14577842402895,41,30.089983210097195,21.0,9.323227331978973,12.400240775699976,0.2838483296774193,98.57042887551378,4946724,0.28526105131251384,0.0354,0.0,35.603649143338146,100.0,107.15474014318261,47,39.991105978788035,251.0,11.88898010020693,13.153346984526964,0.23958430612903225,103.50593159472089,5884116,0.2003637888889497,0.0,0.0,34.19564626540607,100.0,104.58662151012213,75,34.466978218288105,15.0,12.298680220936609,11.43706583990847,0.21165917387096767,99.20581709880828,4340967,0.205005641964694,0.0,0.0,43.70931418473521
2019-02-19,100.07636435894548,109.45698182967665,41,31.064618169330867,21.0,9.323227331978973,12.400240775699976,0.2828271822580645,98.61711627727115,4946724,0.2820864251018506,0.037000000000000005,0.0,34.404388833340036,100.0,106.26559435250894,47,41.71990144982557,241.0,11.88898010020693,13.153346984526964,0.2388187258064516,103.51142627519373,5884116,0.2001193219070088,0.0,0.0,33.475391909901845,100.0,103.89919168285296,75,35.77668787852691,15.0,12.298680220936609,11.43706583990847,0.21128468870967745,99.25799348447184,4340967,0.20520132093595486,0.0,0.0,42.842102518884566
2019-02-20,100.0818367379174,108.64112569064268,41,31.453714744145003,21.0,9.323227331978973,12.400240775699976,0.2818231951612903,98.66361618633263,4946724,0.2789117988911873,0.0386,0.0,34.761605523335206,100.0,105.32146696576902,47,42.1345845411335,240.0,11.88898010020693,13.153346984526964,0.23804698387096776,103.51335595471886,5884116,0.19987485492506785,0.0,0.0,33.24552125493372,100.0,103.25099328071121,75,35.08877493411519,11.0,12.298680220936609,11.43706583990847,0.21091132096774196,99.31010222134728,4340967,0.2053969999072157,0.0,0.0,43.08867224825553
2019-02-21,100.1299503811927,107.90799660722273,41,30.119196115250226,21.0,9.323227331978973,12.400240775699976,0.28086107895894424,98.71178250547355,4946724,0.2757371726805241,0.1586,0.0,33.84653359330513,100.00004032258065,104.458007672421,47,42.0814817608856,240.0,11.88898010020693,13.153346984526964,0.23728263280791784,103.51259795775871,5884116,0.1996303879431269,0.0001,0.0,32.51616994668904,100.0,102.66163541495465,75,34.16803436771702,11.0,12.298680220936609,11.43706583990847,0.2105292454912024,99.35586644602924,4340967,0.2055926788784765,0.0,0.0,42.24550327008188
2019-02-22,100.2207052887713,107.25759457941685,41,31.738923333578786,21.0,9.323227331978973,12.400240775699976,0.2799408336510264,98.76161523469393,4946724,0.27256254646986083,0.2786,0.0,32.08271248219401,100.00012096774192,103.67521647246485,47,42.09746870563933,240.0,11.88898010020693,13.153346984526964,0.2365256726173021,103.50915228431332,5884116,0.199385920961186,0.0002,0.0,31.49158466657316,100.0,102.13111808558321,75,33.28220284176849,11.0,12.298680220936609,11.43706583990847,0.21013846228005864,99.39528615851772,4340967,0.2057883578497373,0.0,0.0,41.580303691093995
2019-02-23,100.3541014606534,106.68991960722502,41,30.78344870665649,21.0,9.323227331978973,12.400240775699976,0.27906245923753664,98.81311437399373,4946724,0.2693879202591976,0.3986,0.0,31.27674223865593,100.00024193548386,102.97309336590062,47,42.220250340653436,241.0,11.88898010020693,13.153346984526964,0.23577610329912024,103.50301893438268,5884116,0.19914145397924507,0.00030000000000000003,0.0,31.315978810905147,100.0,101.65944129259694,75,33.960953524760754,3.0,12.298680220936609,11.43706583990847,0.20973897133431085,99.42836135881271,4340967,0.20598403682099814,0.0,0.0,39.75761834188837
2019-02-24,100.53013889683884,106.20497169064724,41,31.627224653296558,21.0,9.323227331978973,12.400240775699976,0.27822595571847497,98.86627992337296,4946724,0.26621329404853433,0.5186,0.0,28.850269294432398,100.00040322580645,102.35163835272829,47,44.46928069807441,244.0,11.88898010020693,13.153346984526964,0.23503392485337246,103.49419790796676,5884116,0.19889698699730413,0.0004,0.0,30.508297542827922,100.0,101.24660503599584,75,33.626093919806515,3.0,12.298680220936609,11.43706583990847,0.20933077265395894,99.45509204691423,4340967,0.20617971579225905,0.0,0.0,39.121322591144775
2019-02-25,100.74881759732769,105.80275082968349,41,32.222591358051965,21.0,9.323227331978973,12.400240775699976,0.2774313230938416,98.92111188283168,4946724,0.2630386678378712,0.6386000000000001,0.0,27.115993731859326,100.00060483870966,101.81085143294784,47,43.50453315728777,224.0,11.88898010020693,13.153346984526964,0.23429913728005866,103.48268920506555,5884116,0.1986525200153632,0.0005,0.0,30.46474763056075,100.0,100.89260931577988,75,32.86656820164198,3.0,12.298680220936609,11.43706583990847,0.20891386623900302,99.4754782228223,4340967,0.20637539476351988,0.0,0.0,39.293355650055396
2019-02-26,101.01013756211991,105.48325702433382,41,31.59539983628761,21.0,9.323227331978973,12.400240775699976,0.27667856136363633,98.9776102523698,4946724,0.25986404162720794,0.7586,0.0,27.83348030077159,100.00084677419355,101.35073260655932,47,43.023588244278315,219.0,11.88898010020693,13.153346984526964,0.2335717405791789,103.46849282567909,5884116,0.19840805303342232,0.0006000000000000001,0.0,32.2311748414928,100.0,100.59745413194908,75,31.12237655441956,3.0,12.298680220936609,11.43706583990847,0.20848825208944285,99.48951988653693,4340967,0.2065710737347807,0.0,0.0,39.96308059350558
2019-02-27,101.31409879121547,105.2464902745982,41,32.305998434178115,24.0,9.323227331978973,12.400240775699976,0.2759676705278592,99.03577503198738,4946724,0.25668941541654466,0.8786000000000002,0.0,27.977993508804808,100.00112903225808,100.97128187356267,47,43.3083578988678,207.0,11.88898010020693,13.153346984526964,0.2328517347507331,103.45160876980738,5884116,0.19816358605148135,0.0007000000000000001,0.0,31.99828633523295,100.0,100.36113948450344,75,31.866781075972323,3.0,12.298680220936609,11.43706583990847,0.2080539302052786,99.49721703805805,4340967,0.2067667527060416,0.0,0.0,39.459148173014796
2019-02-28,101.66070128461445,105.09245058047662,41,31.223164206138826,24.0,9.323227331978973,12.400240775699976,0.27529865058651026,99.09560622168439,4946724,0.25351478920588144,0.9986000000000002,0.0,29.806694153479533,100.00145161290324,100.67249923395796,47,43.175028588464755,137.0,11.88898010020693,13.153346984526964,0.23213911979472146,103.43203703745041,5884116,0.19791911906954046,0.0008000000000000001,0.0,33.50325030177071,100.0,100.18366537344299,75,31.729506400052625,3.0,12.298680220936609,11.43706583990847,0.20761090058651027,99.49856967738566,4340967,0.2069624316773024,0.0,0.0,38.47925472081428
2019-03-01,101.99174652685265,104.96189034794304,41,31.685298630467862,24.0,9.323227331978973,12.400240775699976,0.2746918426686217,99.16466259887032,4946724,0.2508550401769086,1.0568000000000002,0.0,30.683791918561074,100.00177419354841,100.45434436516449,47,44.81756630217611,137.0,11.88898010020693,13.153346984526964,0.2314413111143695,103.41727236994093,5884116,0.19821315888483515,0.0008000000000000001,0.0,32.057047314497396,100.0,100.06503179876765,75,31.34054774171844,3.0,12.298680220936609,11.43706583990847,0.2071667926686217,99.49991060481199,4340967,0.20757208336714586,0.0,0.0,40.80490353325717
2019-03-02,102.30723451793,104.85480957699744,41,30.613929323696237,24.0,9.323227331978973,12.400240775699976,0.27414724677419355,99.24294416354513,4946724,0.24819529114793565,1.1150000000000002,0.0,30.24114485523157,100.00209677419356,100.31681726718227,47,43.64381410007658,125.0,11.88898010020693,13.153346984526964,0.2307583087096774,103.40731476727896,5884116,0.1985071987001298,0.0008000000000000001,0.0,30.51543508298111,100.0,100.00523876047751,75,30.49455772420424,3.0,12.298680220936609,11.43706583990847,0.20672160645161292,99.50123982033692,4340967,0.2081817350569893,0.0,0.0,41.31869816388391
2019-03-03,102.60716525784656,104.77120826763986,41,32.73650463228863,24.0,9.323227331978973,12.400240775699976,0.27366486290322584,99.33045091570877,4946724,0.2455355421189627,1.1732,0.0,30.64128381895913,100.00241935483874,100.25991794001129,47,44.522575507527456,124.0,11.88898010020693,13.153346984526964,0.2300901125806452,103.40216422946449,5884116,0.1988012385154245,0.0008000000000000001,0.0,30.272248352206386,100.0,100.00428625857248,75,29.523489118211003,3.0,12.298680220936609,11.43706583990847,0.20627534193548389,99.50255732396052,4340967,0.2087913867468328,0.0,0.0,40.040624750570224
2019-03-04,102.89111676690857,104.70860347013785,41,32.229696018243324,24.0,9.323227331978973,12.400240775699976,0.2732148396774193,99.42820061886779,4946724,0.2460504193006531,1.2304,0.0,29.673647026088663,100.00274193548391,100.20874080362196,47,44.11439656961953,124.0,11.88898010020693,13.153346984526964,0.2294224993548387,103.40331419500632,5884116,0.19933974531266008,0.0008000000000000001,0.0,31.316883188909987,100.0,100.003429006858,75,30.348093138004852,3.0,12.298680220936609,11.43706583990847,0.20582199354838707,99.50631487111534,4340967,0.20920535946541535,0.0,0.0,38.32696534663089
2019-03-05,103.15908904511612,104.66699518449144,41,30.735118866531003,24.0,9.323227331978973,12.400240775699976,0.2727971770967741,99.53619327302223,4946724,0.2465652964823434,1.2876,0.0,29.409455968071953,100.00306451612907,100.16328585801423,47,43.0098087605687,111.0,11.88898010020693,13.153346984526964,0.22875546903225805,103.4107646639044,5884116,0.19987825210989568,0.0008000000000000001,0.0,30.93965417607197,100.0,100.00266700533399,75,29.26016065466756,3.0,12.298680220936609,11.43706583990847,0.20536156129032251,99.51251246180132,4340967,0.209619332183998,0.0,0.0,36.62427335738974
