AdminStrata,Adamawa,Adamawa,Adamawa,Central,Central,Central,East,East,East,Far-North,Far-North,Far-North,Littoral,Littoral,Littoral,North,North,North,North-West,North-West,North-West,South,South,South,South-West,South-West,South-West,West,West,West
Indicator,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm)
2018-04-10,123.12802518619199,137.14878876590598,33.591,98.4272940092873,126.265901583103,54.708,126.013449030231,122.658763308036,78.709,99.37461999478849,99.59240308732979,0.841,72.1071594892032,120.437558129703,48.937,108.94957306267099,110.43992376210699,8.883,111.048925401599,153.145848409776,50.674,102.83328740699899,121.97291166266301,84.14299999999999,85.68521699176229,137.115928569158,51.965,97.05571764926741,133.26568547865298,42.211000000000006
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-20,124.402540984473,130.998665210533,44.386,94.3895098882201,113.48958400850401,35.736,125.665534132929,122.49141919116501,54.243,93.28556073092079,93.5060301148933,1.619,71.8862506662026,110.026990416544,43.917,109.24037409213001,109.247784506746,18.329,96.2984241628365,139.218308090017,54.159,101.47405056812401,114.15563238615,45.669,76.9559533900469,126.60847111643601,49.893,79.1962686314936,117.084501473654,35.504
2018-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-30,112.014504964398,123.937102005066,47.63,87.9502938952708,108.50645714672899,43.798,119.988887165969,120.361914260478,42.762,90.1773981603154,91.68988426918129,4.01,74.652249037372,103.326647605229,42.747,103.0692915827,107.972909855208,22.629,103.12977823082501,134.340359773352,59.181999999999995,89.2180443746318,108.794287757896,41.943000000000005,80.7189053313995,119.82663752167,44.526,83.0105206025838,111.561192006131,43.816
2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-10,102.73350225295499,115.320961930991,62.598,82.243589389563,105.759598600012,59.382,93.5269860450383,116.44332907617901,52.437,108.660018697414,108.12587370988399,19.24,70.8065110326909,97.46502653159669,49.407,104.854048763882,106.605415948885,47.608999999999995,100.19071534146,128.172494714354,65.782,84.5424241707842,111.380450725035,81.191,74.5295795065473,113.347497453519,51.873999999999995,79.855497111119,106.88649197581199,46.403999999999996
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-20,113.727458207187,121.183557856504,87.12899999999999,86.82181238406228,99.47829934035559,56.718999999999994,91.0021262986845,112.764092978964,52.727,121.911178130168,117.946331627113,16.875,63.4177735666911,86.65561336542092,39.742,109.155730081637,109.79307009826,46.518,99.21434662603001,121.67686446684999,61.658,88.9617742915539,103.17857059559799,60.123000000000005,69.7468211486777,103.464237545512,48.00899999999999,83.71744628494609,101.89742170928699,46.751000000000005
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-31,110.988128831371,114.058366436397,68.398,85.2419983662558,90.18957243991129,57.558,89.9208995365992,103.999369539764,55.013999999999996,129.63712117283,123.418587517103,28.871,62.50837641202379,73.4472481975873,57.562,113.84781599961201,112.320074136003,60.25899999999999,98.71603409339261,110.58857000167801,79.372,88.4516251794703,92.819367232552,53.218,75.25973081708159,86.3116390259495,76.433,84.9138959750943,92.2116448767227,56.951
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-10,100.513896519713,105.22848189595899,46.69,76.4828192634121,83.3851240866223,33.156,89.4186798661304,101.20306579400601,41.232,115.942090276016,114.825313884981,26.500999999999998,65.1425130622682,67.7702982076815,63.628,104.15522474346001,105.222067317267,41.766000000000005,93.4112633181126,99.85311931064001,79.112,78.2055739306923,87.377793862337,43.118,85.48238875911079,81.604589842859,109.27,76.3064716092239,82.1087781284088,40.17
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,93.98722564162121,107.448349470153,77.243,74.85749594500659,84.0063536614516,44.663000000000004,80.1389161537662,97.3812255315193,32.553000000000004,114.263843983137,116.767536704731,34.641999999999996,72.1070289091629,68.22683628061989,61.816,103.140933740572,106.53259558293301,53.443999999999996,98.26318407779542,98.0059154193085,102.12200000000001,64.15697627316379,84.8620113714053,12.45,92.31731147379809,81.027957852206,104.764,88.62136547401511,83.7978819922717,80.081
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,88.5175355450237,102.492648791929,52.839,87.950605611636,86.4032380033814,64.741,92.4074684452372,100.024020385997,59.198,97.3651807433954,108.15192307692301,26.118000000000002,103.68955020673701,80.433270396502,132.636,88.66945182934549,100.85608720491301,41.873999999999995,94.66809719925709,98.0022477164558,87.59100000000001,88.3663066722257,88.2963549077284,65.83800000000001,106.35815152367701,90.1407430592021,150.218,101.386834405812,90.3209477870989,87.022
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-10,96.522685864107,99.5905592682808,77.123,132.429983476752,95.18441991858309,104.208,117.08150552125299,98.94363521215959,68.53,95.16729833921629,103.954714489616,46.251999999999995,133.13939268675,92.49135303956221,182.045,95.93636557762122,100.79218072166799,74.39,115.614402015715,104.706625015038,175.628,140.218775694456,94.4761230665579,85.65899999999999,110.091840526623,93.6945144964585,170.516,131.870997314606,98.5735927653668,127.85
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-20,106.718739897847,104.593368795744,124.137,143.554872502588,99.0207951151222,49.898999999999994,130.414008013058,98.04515090386309,38.044000000000004,87.51321790239192,100.85466833084699,52.528999999999996,141.78676274352802,96.82139304621691,121.59,108.88980039543002,107.382801198649,110.00399999999999,108.966345953253,103.184807380341,118.527,186.842664297715,99.9164517941257,32.001,105.815558459245,93.0632008844026,129.24200000000002,125.94637565377501,102.143518630364,95.15899999999999
2018-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-31,107.03387849639799,102.68345063057698,90.963,123.24162031796001,97.1922258412315,36.205,114.29631573029499,97.43085207558559,35.903,86.0422668980045,96.3841755951013,53.382,120.59986995465599,98.5044503873065,107.39,104.359130677024,102.230103893062,64.09,109.14687493855999,102.07476708117599,139.968,158.96739130434798,101.801624942556,12.74,111.513488475966,101.580748061458,229.519,106.062645170105,98.856740259202,77.5
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-10,104.403819748708,100.853370423668,77.527,86.5045637633495,96.9904846632886,44.35,80.0222601360504,95.16769367197979,25.337,81.9920179789213,91.63599364805599,53.373000000000005,88.57543762156159,95.9242296592396,79.803,102.15894286246001,100.741373159555,79.378,88.4890857768536,98.8014369693011,83.865,80.1524053283695,96.63503426774271,14.154000000000002,95.92465077249621,98.14420674952811,97.64,82.5528101480139,96.2481738559076,66.984
2018-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-20,92.3302928861726,97.4458953296838,92.083,90.7895779334699,100.848483898401,69.872,88.6297162425963,97.6092916445051,61.787,104.43718512452601,100.718465481397,117.90700000000001,82.5631374333508,98.5887025869648,136.656,106.61459045409,106.723956193733,135.062,89.1824570080265,98.5502117410618,112.384,70.7657671060331,98.4026000032473,34.457,91.5022821210993,96.55341428272159,129.951,82.3179968701095,98.0911015259421,108.522
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-31,107.13644919569799,102.24502853567301,148.805,103.15385377452,104.487938255609,84.025,104.765472974935,103.526758439305,83.235,117.987633501967,102.75126887526,99.986,95.9046911515944,105.960552685522,216.332,124.050207917295,108.943233009123,130.25799999999998,91.0913551857593,98.767875698946,148.683,83.65775318292641,103.946786971704,49.479,84.21675492819371,99.4995916164965,215.005,91.58177735759871,99.05843561979358,124.48
2018-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
